,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Varketili,Didube,Old Tbilisi (Старый город),Gldani,Vazisubani,Nadzaladevi,€,Авлобари,Центр,Батуми,Кутаиси,desc_en
56,02-05-2020 04:16:31,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0964,65454,24480,2173,900,,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
57,02-05-2020 04:16:31,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.075,50908,19040,1690,700,,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
58,02-05-2020 04:16:31,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0343,23272,8704,773,320,,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
59,02-05-2020 04:16:31,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,40,Тбилиси,10 гр,0.0107,7273,2720,241,100,,,,,,,,,,,,,,10G Hybrid Marijuana Leafs
60,02-05-2020 04:16:31,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0857,58181,21760,1931,800,,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
61,02-05-2020 04:16:31,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2384,161816,60520,5372,2225,,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
62,02-05-2020 04:16:31,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,6,Тбилиси,10 гр,0.1687,113380,42405,3764,1559,,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
63,02-05-2020 04:16:31,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0399,26836,10037,891,369,,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
64,02-05-2020 04:16:31,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0341,22909,8568,761,315,,,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
65,02-05-2020 04:16:31,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.541,363632,136000,12072,5000,,,,,,,,,,,,,,METADON - 20 G.
66,02-05-2020 04:16:31,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0648,43563,16293,1446,599,,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
67,02-05-2020 04:16:31,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1178,79999,29920,2656,1100,,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
68,02-05-2020 04:16:31,Tbilisi,6P9R,RickNMorty,White Russia Fem Buds Only 21%+ THC 50G,True,нет,5,Тбилиси,50 гр,0.1485,101817,38080,3380,1400,,,,,,,,,,,,,,White Russia Fem Buds Only 21%+ THC 50G
69,02-05-2020 04:17:20,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2571,174543,65280,5794,2400,,,,,,,,,,,,,,100 gr marijuana buds
70,02-05-2020 04:17:20,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 100g TOP VHQ,True,нет,2,Тбилиси,100 гр,0.3214,218179,81600,7243,3000,,,,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
71,02-05-2020 04:17:20,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2143,145453,54400,4829,2000,,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,02-05-2020 04:17:20,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2678,181816,68000,6036,2500,,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
73,02-05-2020 04:17:20,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6321,429085,160480,14244,5900,,,,,,,,,,,,,,180 gr marihuana persoalno
74,02-05-2020 04:17:20,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4928,334541,125120,11106,4600,,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
75,02-05-2020 04:17:20,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8035,545447,204000,18107,7500,,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
76,02-05-2020 04:17:20,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9106,618174,231200,20522,8500,,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
77,02-05-2020 04:17:20,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0195,14545,5440,483,200,,,,,,,,,,,,,,KURYER..500RUB.+BONUS
78,02-05-2020 04:17:20,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0214,14545,5440,483,200,,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,02-05-2020 04:17:20,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0268,18182,6800,604,250,,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
80,02-05-2020 04:17:20,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0214,14545,5440,483,200,,,,,,,,,,,,,,Rabota na marki (kur'er)
81,02-05-2020 04:17:20,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6215,1090895,408000,36215,15000,,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
82,02-05-2020 04:18:51,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,3,нет,Батуми,2 гр,0.0038,2532,950,84,,,,,,,,,,32,,True,,,Batumi n-booom 2 shtuki
83,02-05-2020 04:18:51,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2371,159998,59840,5311,2200,,,,,,,,,,,,True,,[100g] SPAIN HASH
84,02-05-2020 04:18:51,Batumi,A3I9,Joookerrr,Марки Н-ВоооооМ!!!! 4 штуки,,нет,10,Батуми,4 гр,0.0066,4431,1663,147,,,,,,,,,,56,,,True,,Marki N-VoooooM!!!! 4 shtuki
85,02-05-2020 04:18:51,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",,нет,9,Батуми,10 гр,0.0119,8000,2992,266,110,,,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 10 sht"
86,02-05-2020 04:18:51,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0098,7273,2720,241,100,,,,,,,,,,,,True,,kur'er v Batumi
87,02-05-2020 04:18:51,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0245,18182,6800,604,250,,,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
88,02-05-2020 04:18:51,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0245,18182,6800,604,250,,,,,,,,,,,,True,,Ischu kur'era v Gruzii!
89,02-05-2020 04:18:51,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6315,1090895,408000,36215,15000,,,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
90,02-05-2020 04:18:51,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0539,36363,13600,1207,500,,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
91,02-05-2020 04:20:06,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0232,16000,5984,531,220,,,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
92,02-05-2020 04:20:06,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.056,37818,14144,1255,520,,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
93,02-05-2020 04:20:06,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0412,28363,10608,942,390,,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
94,02-05-2020 04:20:06,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0216,14545,5440,483,200,,,,,,,,,,,,,True,Rabota na marki (kur'er)
