,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,Saburtalo,$,Vazisubani,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
45,15-05-2020 05:49:43,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0242,6456,588,17743,,240,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
46,15-05-2020 05:49:43,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0242,6456,588,17743,,240,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
47,15-05-2020 05:49:43,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0232,6187,564,17004,,230,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,15-05-2020 05:49:43,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0201,5891,537,16191,,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,15-05-2020 05:49:43,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0237,6322,576,17374,,235,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
50,15-05-2020 05:49:43,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0162,4304,392,11829,,160,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
51,15-05-2020 05:49:43,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.236,87429,6307,190000,,,,,,,,,,,reagent 25i nbome. 5gr
52,15-05-2020 05:49:43,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2755,80700,7354,221789,,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
53,15-05-2020 05:49:43,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.0978,25797,2351,70899,,959,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
54,15-05-2020 05:49:43,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,4,Тбилиси,5 гр,0.0194,5111,466,14047,,190,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
55,15-05-2020 05:49:43,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0499,13154,1199,36152,,489,,,,,,,,,💘✨5g. MDMA ✨💘
56,15-05-2020 05:49:43,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0193,5084,463,13973,,189,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
57,15-05-2020 05:49:43,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0909,24210,2206,66537,,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
58,15-05-2020 05:49:43,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0404,10760,980,29572,,400,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
59,15-05-2020 05:49:43,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0707,18830,1716,51751,,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,15-05-2020 05:49:43,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0424,11298,1030,31051,,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,15-05-2020 05:49:43,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.0101,2690,245,7393,,100,,,,,,,,,10G Hybrid Marijuana Leafs
62,15-05-2020 05:49:43,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0808,21520,1961,59144,,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
63,15-05-2020 05:49:43,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0293,7801,711,21440,,290,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
64,15-05-2020 05:49:43,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2248,59853,5454,164494,,2225,,,,,,,,,Amfetamin [White] [Import] 10G
65,15-05-2020 05:49:43,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1591,41937,3821,115257,,1559,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,15-05-2020 05:49:43,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0376,9926,905,27280,,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
67,15-05-2020 05:49:43,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5101,134500,12256,369649,,5000,,,,,,,,,METADON - 20 G.
68,15-05-2020 05:49:43,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0611,16113,1468,44284,,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
69,15-05-2020 05:50:32,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1111,29590,2696,81323,,1100,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
70,15-05-2020 05:50:32,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2424,64560,5883,177432,,2400,,,,,,,,,100 gr marijuana buds
71,15-05-2020 05:50:32,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.202,53800,4902,147860,,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,15-05-2020 05:50:32,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2525,67250,6128,184825,,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
73,15-05-2020 05:50:32,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.596,158710,14462,436186,,5900,,,,,,,,,180 gr marihuana persoalno
74,15-05-2020 05:50:32,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4647,123740,11276,340077,,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
75,15-05-2020 05:50:32,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7576,201750,18384,554474,,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
76,15-05-2020 05:50:32,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8586,228650,20835,628403,,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
77,15-05-2020 05:50:32,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0184,5380,490,14786,,200,,,,,,,,,KURYER..500RUB.+BONUS
78,15-05-2020 05:50:32,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0202,5380,490,14786,,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,15-05-2020 05:50:32,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0253,6725,613,18482,,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
80,15-05-2020 05:50:32,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.529,403500,36768,1108947,,15000,,,,,,,,,Vakansija optovogo kur'era na mef
81,15-05-2020 05:52:29,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2222,59180,5393,162646,,2200,,,,,,True,,,[100g] SPAIN HASH
82,15-05-2020 05:52:29,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1544,51992,3751,112990,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
83,15-05-2020 05:52:29,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2444,82321,5939,178900,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
84,15-05-2020 05:52:29,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,2690,245,7393,,100,,,,,,True,,,kur'er v Batumi
85,15-05-2020 05:52:29,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.023,6725,613,18482,,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
86,15-05-2020 05:52:29,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.023,6725,613,18482,,250,,,,,,True,,,Ischu kur'era v Gruzii!
87,15-05-2020 05:52:29,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.529,403500,36768,1108947,,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
88,15-05-2020 05:52:29,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0505,13450,1226,36965,,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
89,15-05-2020 05:53:50,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0485,13047,1189,35856,,485,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
90,15-05-2020 05:53:50,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0202,5380,490,14786,,200,,,,,,,,True,Rabota na marki (kur'er)
