,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,Didube,$,Vake,Vazisubani,Saburtalo,Varketili,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
27,14-05-2020 02:24:17,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1872,53800,4893,147164,,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
28,14-05-2020 02:24:17,Tbilisi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.1 гр.,True,нет,9,Тбилиси,0.1 гр,0.0051,1460,133,3989,,,,,,,50,,,,,,Buprenorfin (analog suboteksa) 0.1 gr.
29,14-05-2020 02:24:17,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",True,нет,9,Тбилиси,0.5 гр,0.0077,2018,183,5519,,75,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
30,14-05-2020 02:24:17,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0165,4304,391,11773,,160,,,,,,,,,,,"""Kief"" Weed trichomes 1G"
31,14-05-2020 02:24:17,Tbilisi,A3I9,Joookerrr,MDMA целковый кристальчик!! 1.51,True,нет,1,Тбилиси,1.51 гр,0.0156,4062,369,11111,,151,,,,,,,,,,,MDMA tselkovyj kristal'chik!! 1.51
32,14-05-2020 02:24:17,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.0384,9926,903,27152,,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
33,14-05-2020 02:24:17,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0602,15575,1416,42604,,579,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
34,14-05-2020 02:25:18,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0412,10760,979,29433,,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
35,14-05-2020 02:25:18,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0144,3766,342,10301,,140,,,True,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
36,14-05-2020 02:25:18,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0566,14795,1345,40470,,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
37,14-05-2020 02:25:18,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0242,6322,575,17292,,235,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
38,14-05-2020 02:25:18,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0247,6456,587,17660,,240,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
39,14-05-2020 02:25:18,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.0237,6187,563,16924,,230,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
40,14-05-2020 02:25:18,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0164,4277,389,11700,,159,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
41,14-05-2020 02:25:18,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0247,6456,587,17660,,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
42,14-05-2020 02:25:18,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0247,6456,587,17660,,240,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
43,14-05-2020 02:25:18,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0237,6187,563,16924,,230,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
44,14-05-2020 02:25:18,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0205,5891,536,16114,,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
45,14-05-2020 02:25:18,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0242,6322,575,17292,,235,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
46,14-05-2020 02:25:18,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0165,4304,391,11773,,160,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
47,14-05-2020 02:25:18,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2419,87429,6318,190000,,,,,,,,,,,,,reagent 25i nbome. 5gr
48,14-05-2020 02:25:18,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2809,80700,7339,220746,,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
49,14-05-2020 02:25:18,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.0997,25797,2346,70565,,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
50,14-05-2020 02:25:18,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,4,Тбилиси,5 гр,0.0198,5111,465,13981,,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
51,14-05-2020 02:25:18,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0509,13154,1196,35982,,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
52,14-05-2020 02:25:18,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0197,5084,462,13907,,189,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
53,14-05-2020 02:25:18,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0927,24210,2202,66224,,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
54,14-05-2020 02:25:18,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0412,10760,979,29433,,400,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
55,14-05-2020 02:25:18,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0721,18830,1712,51507,,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
56,14-05-2020 02:25:18,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0433,11298,1027,30904,,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
57,14-05-2020 02:25:18,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.0103,2690,245,7358,,100,,,,,,,,,,,10G Hybrid Marijuana Leafs
58,14-05-2020 02:25:18,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0824,21520,1957,58866,,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,14-05-2020 02:25:18,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0299,7801,709,21339,,290,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
60,14-05-2020 02:25:18,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2291,59853,5443,163720,,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
61,14-05-2020 02:25:18,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1622,41937,3814,114714,,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
62,14-05-2020 02:25:18,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0384,9926,903,27152,,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
63,14-05-2020 02:25:18,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.52,134500,12232,367910,,5000,,,,,,,,,,,METADON - 20 G.
64,14-05-2020 02:25:18,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0623,16113,1465,44076,,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
65,14-05-2020 02:25:18,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1133,29590,2691,80940,,1100,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
66,14-05-2020 02:25:18,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2472,64560,5871,176597,,2400,,,,,,,,,,,100 gr marijuana buds
67,14-05-2020 02:25:18,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.206,53800,4893,147164,,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
68,14-05-2020 02:25:18,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2574,67250,6116,183955,,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
69,14-05-2020 02:26:10,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6076,158710,14433,434133,,5900,,,,,,,,,,,180 gr marihuana persoalno
70,14-05-2020 02:26:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4737,123740,11253,338477,,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
71,14-05-2020 02:26:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7723,201750,18347,551864,,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
72,14-05-2020 02:26:10,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8753,228650,20794,625446,,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
73,14-05-2020 02:26:10,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0187,5380,489,14716,,200,,,,,,,,,,,KURYER..500RUB.+BONUS
74,14-05-2020 02:26:10,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0206,5380,489,14716,,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,14-05-2020 02:26:10,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0257,6725,612,18395,,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
76,14-05-2020 02:26:10,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5587,403500,36695,1103729,,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
77,14-05-2020 02:28:00,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2263,59180,5382,161880,,2200,,,,,,,,True,,,[100g] SPAIN HASH
78,14-05-2020 02:28:00,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.158,51992,3757,112990,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
79,14-05-2020 02:28:00,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2501,82321,5948,178900,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
80,14-05-2020 02:28:00,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,2690,245,7358,,100,,,,,,,,True,,,kur'er v Batumi
81,14-05-2020 02:28:00,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0234,6725,612,18395,,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
82,14-05-2020 02:28:00,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0234,6725,612,18395,,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
83,14-05-2020 02:28:00,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5571,403500,36695,1103729,,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
84,14-05-2020 02:28:00,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0514,13450,1223,36791,,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
85,14-05-2020 02:29:48,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0212,5649,514,15452,,210,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
86,14-05-2020 02:29:48,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0494,13047,1186,35687,,485,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,14-05-2020 02:29:48,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0377,9953,905,27225,,370,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
88,14-05-2020 02:29:48,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0206,5380,489,14716,,200,,,,,,,,,,True,Rabota na marki (kur'er)
