,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Didube,Gldani,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
13,10-05-2020 04:33:12,Tbilisi,9VLN,AlienShop,✨ 1g. MDMA ✨,,1,нет,Тбилиси,1 гр,0.0114,2955,266,8052,109,True,,,,,,,,,✨ 1g. MDMA ✨
14,10-05-2020 04:33:12,Tbilisi,LYHBG,Playboy,2 ECSTASY << PACO RABANNE >>,True,1,нет,Тбилиси,2 гр,0.0093,2413,217,6575,89,,,,,,,,,,2 ECSTASY << PACO RABANNE >>
15,10-05-2020 04:33:12,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,1,нет,Тбилиси,2 гр,0.0093,2413,217,6575,89,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
16,10-05-2020 04:33:12,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,4,нет,Тбилиси,2 гр,0.0073,1898,171,5171,70,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
17,10-05-2020 04:33:12,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.Авламбари,True,1,нет,Тбилиси,2 гр,0.0073,1898,171,5171,70,,,,,,,,,,2x Extasy Duracell 223mg MDMA.Avlambari
18,10-05-2020 04:33:12,Tbilisi,8B31,GEOWEEDSHOP,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,2,нет,Тбилиси,2 гр,0.0092,2413,217,6575,89,,True,,,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
19,10-05-2020 04:33:12,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 2G,,2,нет,Тбилиси,2 гр,0.0102,2657,239,7240,98,True,,,,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 2G
20,10-05-2020 04:33:12,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,2,нет,Тбилиси,2 гр,0.0493,13013,1172,35459,480,,,,,,,,,,VHQ BEST Cocaine 2g.
21,10-05-2020 04:33:12,Tbilisi,1MZLP,WeedbooM,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,4,нет,Тбилиси,2 гр,0.0088,2304,208,6279,85,True,,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
22,10-05-2020 04:33:12,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,True,2,нет,Тбилиси,3 гр,0.0125,3226,291,8791,119,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
23,10-05-2020 04:33:12,Tbilisi,QUZIV,Hollyweed,3g superskunk top class buds.,,3,нет,Тбилиси,3 гр,0.0125,3226,291,8791,119,,,True,,,,,,,3g superskunk top class buds.
24,10-05-2020 04:33:12,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.011,2847,256,7757,105,,,,,,,,,,3x Extasy Duracell 223mg MDMA
25,10-05-2020 04:33:12,Tbilisi,PTO3,MeDuZa777,THE BEST GAGARIN WEED 3g (TOP)(VHQ),True,3,нет,Тбилиси,3 гр,0.0119,3118,281,8495,115,,,,,,,,,,THE BEST GAGARIN WEED 3g (TOP)(VHQ)
26,10-05-2020 04:33:12,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,3,нет,Тбилиси,5 гр,0.0319,8675,781,23639,320,,,,,,,,,,"5 Grm MDMA , Purity A +++"
27,10-05-2020 04:33:12,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0308,8133,732,22162,300,,,,,,,,,,5 Grm Mdma Pure Quality A +++
28,10-05-2020 04:33:12,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,5 гр,0.0124,3226,291,8791,119,,,True,,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
29,10-05-2020 04:33:12,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0184,4744,427,12928,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
30,10-05-2020 04:33:12,Tbilisi,PTO3,MeDuZa777,THE BEST GAGARIN WEED 5g (TOP)(VHQ),True,4,нет,Тбилиси,5 гр,0.0177,4609,415,12558,170,,,,,,,,,,THE BEST GAGARIN WEED 5g (TOP)(VHQ)
31,10-05-2020 04:33:12,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.1158,31177,2808,84953,1150,,,,,,,,,,VHQ BEST Cocaine 5g.
32,10-05-2020 04:33:12,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,10 гр,0.0207,5395,486,14701,199,,,True,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
33,10-05-2020 04:33:12,Tbilisi,PTO3,MeDuZa777,THE BEST GAGARIN WEED 10g (TOP)(VHQ),True,1,нет,Тбилиси,10 гр,0.0343,8946,806,24378,330,,,,,,,,,,THE BEST GAGARIN WEED 10g (TOP)(VHQ)
34,10-05-2020 04:33:12,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0399,10844,977,29549,400,,,,,,,,,,gashish evro 10g
35,10-05-2020 04:33:12,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0774,21064,1897,57399,777,,,,,,,,,,Gashish Evro 20gr
36,10-05-2020 04:33:34,Tbilisi,8B31,GEOWEEDSHOP,100 гр Марихуана шишки. ИНДИКА. оптовая Цена,,1,нет,Тбилиси,100 гр,0.1773,44704,4026,121816,1649,True,,,,,,,,,100 gr Marihuana shishki. INDIKA. optovaja Tsena
37,10-05-2020 04:33:34,Tbilisi,A3I9,Joookerrr,Бупренорфин!!! 0.1 грамм (₽предзаказ скидка 10%),True,нет,10,Тбилиси,0.1 гр,0.0052,1321,119,3600,,,,,45,,,,,,Buprenorfin!!! 0.1 gramm (₽predzakaz skidka 10%)
38,10-05-2020 04:33:34,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 гр!!! (Предзаказ скидка 10%)",True,нет,1,Тбилиси,0.7 гр,0.0113,2847,256,7757,105,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gr!!! (Predzakaz skidka 10%)"
39,10-05-2020 04:33:34,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,6,Тбилиси,1 гр,0.0172,4338,391,11820,160,,,,,,,,,,"""Kief"" Weed trichomes 1G"
40,10-05-2020 04:33:34,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,3,Тбилиси,2 гр,0.0228,5693,513,15513,210,,,,,,,,,,✨✨2gram. MDMA✨✨
41,10-05-2020 04:33:34,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0401,10004,901,27259,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
42,10-05-2020 04:33:34,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,9,Тбилиси,3 гр,0.0629,15697,1414,42772,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
43,10-05-2020 04:33:34,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.043,10844,977,29549,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
44,10-05-2020 04:33:34,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0591,14911,1343,40630,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
45,10-05-2020 04:33:34,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0253,6371,574,17360,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
46,10-05-2020 04:33:34,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0258,6506,586,17729,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
47,10-05-2020 04:33:34,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.0247,6235,562,16991,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
48,10-05-2020 04:33:34,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0258,6506,586,17729,240,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
49,10-05-2020 04:33:34,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0258,6506,586,17729,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
50,10-05-2020 04:33:34,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0258,6506,586,17729,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
51,10-05-2020 04:33:34,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,True,нет,10,Тбилиси,5 гр,0.0258,6506,586,17729,240,,,,,,,,,,5gr Stardawg Auto WEED BUDS
52,10-05-2020 04:33:34,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0247,6235,562,16991,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
53,10-05-2020 04:33:34,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0214,5937,535,16178,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
54,10-05-2020 04:33:34,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0253,6371,574,17360,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
55,10-05-2020 04:33:34,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0172,4338,391,11820,160,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
56,10-05-2020 04:33:34,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2514,87429,6279,190000,,,,,,,,,,,reagent 25i nbome. 5gr
57,10-05-2020 04:33:34,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2932,81330,7325,221618,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
58,10-05-2020 04:33:34,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1041,25998,2341,70844,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
59,10-05-2020 04:33:34,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,2,Тбилиси,5 гр,0.0205,5124,461,13962,189,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
60,10-05-2020 04:33:34,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0206,5151,464,14036,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
61,10-05-2020 04:33:34,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0531,13257,1194,36124,489,,,,,,,,,,💘✨5g. MDMA ✨💘
62,10-05-2020 04:33:34,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0205,5124,461,13962,189,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
63,10-05-2020 04:33:34,Tbilisi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 8 шт",True,нет,4,Тбилиси,8 гр,0.0086,2169,195,5910,80,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 8 sht"
64,10-05-2020 04:33:34,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0968,24399,2197,66485,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
65,10-05-2020 04:33:34,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.043,10844,977,29549,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
66,10-05-2020 04:33:34,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0753,18977,1709,51711,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
67,10-05-2020 04:33:34,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0452,11386,1025,31026,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
68,10-05-2020 04:33:34,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.0108,2711,244,7387,100,,,,,,,,,,10G Hybrid Marijuana Leafs
69,10-05-2020 04:34:10,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.086,21688,1953,59098,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
70,10-05-2020 04:34:10,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0312,7862,708,21423,290,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
71,10-05-2020 04:34:10,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2392,60320,5432,164366,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
72,10-05-2020 04:34:10,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1693,42264,3806,115167,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
73,10-05-2020 04:34:10,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0401,10004,901,27259,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
74,10-05-2020 04:34:10,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5429,135550,12208,369363,5000,,,,,,,,,,METADON - 20 G.
75,10-05-2020 04:34:10,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.065,16239,1462,44250,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
76,10-05-2020 04:34:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1183,29821,2686,81260,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
77,10-05-2020 04:34:10,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.258,65064,5860,177294,2400,,,,,,,,,,100 gr marijuana buds
78,10-05-2020 04:34:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.215,54220,4883,147745,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,10-05-2020 04:34:10,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2688,67775,6104,184681,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
80,10-05-2020 04:34:10,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6343,159949,14405,435848,5900,,,,,,,,,,180 gr marihuana persoalno
81,10-05-2020 04:34:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4945,124706,11231,339814,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
82,10-05-2020 04:34:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8063,203325,18311,554044,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
83,10-05-2020 04:34:10,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9138,230435,20753,627916,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
84,10-05-2020 04:34:10,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0195,5422,488,14775,200,,,,,,,,,,KURYER..500RUB.+BONUS
85,10-05-2020 04:34:10,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0269,6778,610,18468,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 250$"
86,10-05-2020 04:34:10,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0215,5422,488,14775,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
87,10-05-2020 04:34:10,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0269,6778,610,18468,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
88,10-05-2020 04:34:10,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0215,5422,488,14775,200,,,,,,,,,,Rabota na marki (kur'er)
89,10-05-2020 04:34:10,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6273,406650,36623,1108088,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
90,10-05-2020 04:35:27,Batumi,CLHMD,BatumiBiz,BatumiBiz - Марихуана Бошки [2 gram],,1,нет,Батуми,2 гр,0.0062,1572,142,4285,58,,,,,,,True,,,BatumiBiz - Marihuana Boshki [2 gram]
91,10-05-2020 04:35:27,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.0038,969,87,2640,,,,,33,,,True,,,Batumi n-booom 2 shtuki
92,10-05-2020 04:35:27,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2365,59642,5371,162520,2200,,,,,,,,True,,[100g] SPAIN HASH
93,10-05-2020 04:35:27,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 8 шт",,нет,7,Батуми,8 гр,0.0086,2169,195,5910,80,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 8 sht"
94,10-05-2020 04:35:27,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1644,51992,3734,112990,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
95,10-05-2020 04:35:27,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2604,82321,5912,178900,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
96,10-05-2020 04:35:27,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0098,2711,244,7387,100,,,,,,,,True,,kur'er v Batumi
97,10-05-2020 04:35:27,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0244,6778,610,18468,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
98,10-05-2020 04:35:27,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0244,6778,610,18468,250,,,,,,,,True,,Ischu kur'era v Gruzii!
99,10-05-2020 04:35:27,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6273,406650,36623,1108088,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
100,10-05-2020 04:35:27,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0538,13555,1221,36936,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
101,10-05-2020 04:36:52,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,2,нет,Кутаиси,1.5 гр,0.0199,5015,452,13666,185,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
102,10-05-2020 04:36:52,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,6,нет,Кутаиси,2 гр,0.0521,13148,1184,35828,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
103,10-05-2020 04:36:52,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,9,нет,Кутаиси,3 гр,0.0355,8946,806,24378,330,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
104,10-05-2020 04:36:52,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0215,5422,488,14775,200,,,,,,,,,True,Rabota na marki (kur'er)
