,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Дигоми,Nadzaladevi,€,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
15,11-02-2020 11:49:23,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,1 гр,0.0089,5935,2287,203,,,,,,85,,,,,,,1gr mdma (skidka v bitkoin 5%)
16,11-02-2020 11:49:23,Tbilisi,X4ZM,ZYX,Afghan HQ buds ! NEW ! 1G,True,1,нет,Тбилиси,1 гр,0.0045,2870,1109,98,45,,,,,,,,,,,,Afghan HQ buds ! NEW ! 1G
17,11-02-2020 11:49:23,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,7,нет,Тбилиси,1 гр,0.012,7653,2958,262,120,,,,,,,,,,,,Apvp VHQ 1g 24/7
18,11-02-2020 11:49:23,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,7,нет,Тбилиси,1 гр,0.0101,6377,2465,218,100,,,,,,,,,,,,Ketamine 1g
19,11-02-2020 11:49:23,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,8,нет,Тбилиси,1 гр,0.009,5676,2194,194,89,,,,,,,,,,,,Ketamine 1g.
20,11-02-2020 11:49:23,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,3,нет,Тбилиси,1 гр,0.004,2551,986,87,40,,,,,,,,,,,,"LSD - 250 ug, 1piece"
21,11-02-2020 11:49:23,Tbilisi,ITJ,seazon,Megrelian strong weed VIPsort!!! 1gr. sale sale sale !!!,True,1,нет,Тбилиси,1 гр,0.0026,1849,715,63,29,,,,,,,,,,,,Megrelian strong weed VIPsort!!! 1gr. sale sale sale !!!
22,11-02-2020 11:49:23,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,4,нет,Тбилиси,1 гр,0.0454,31885,12325,1092,500,,,,,,,,,,,,Metadon VHQ 1 24/7
23,11-02-2020 11:49:23,Tbilisi,TDSHF,THC,Weed From Gali(THC 23%) 1gr,,1,нет,Тбилиси,1 гр,0.0048,3189,1233,109,50,,,,True,,,,,,,,Weed From Gali(THC 23%) 1gr
24,11-02-2020 11:49:23,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,3,нет,Тбилиси,1 гр,0.0144,9566,3698,328,150,,,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
25,11-02-2020 11:49:23,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,6,нет,Тбилиси,1 гр,0.0199,12690,4905,435,199,,True,,,,,,,,,,Kokain KOLUMBIA 1g
26,11-02-2020 11:49:23,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0432,28697,11093,983,450,,,,,,,,,,,,Metadon 1gr
27,11-02-2020 11:49:23,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.04,25508,9860,874,400,,,,,,,,,,,,"Metadon, 1gr"
28,11-02-2020 11:49:23,Tbilisi,7R3WM,RastaShop,2 gr. Blue Berry Kush 100% Natural/Indika/ Import,,2,нет,Тбилиси,2 гр,0.008,5102,1972,175,80,,True,,,,,,,,,,2 gr. Blue Berry Kush 100% Natural/Indika/ Import
29,11-02-2020 11:49:23,Tbilisi,7R3WM,RastaShop,2 gr. SALE! Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT,,1,нет,Тбилиси,2 гр,0.0075,4783,1849,164,75,,,,,,True,,,,,,2 gr. SALE! Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT
30,11-02-2020 11:49:23,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,11,нет,Тбилиси,2 гр,0.0071,4464,1726,153,70,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
31,11-02-2020 11:50:08,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0377,24552,9490,841,385,,,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
32,11-02-2020 11:50:08,Tbilisi,X4ZM,ZYX,Gorilla Glue! 2G! NEW !,True,2,нет,Тбилиси,2 гр,0.0075,4783,1849,164,75,,,,,,,,,,,,Gorilla Glue! 2G! NEW !
33,11-02-2020 11:50:08,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (2г) BТС 10% СКИДКА,True,2,нет,Тбилиси,2 гр,0.0064,4464,1726,153,70,,,,,,,,,,,,Hybrid Weed VHQ (2g) BTS 10% SKIDKA
34,11-02-2020 11:50:08,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0209,14667,5670,502,230,,,,,,,,,,,,NZT-52 mind storm limited 2g muka
35,11-02-2020 11:50:08,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,5,нет,Тбилиси,2 гр,0.0398,25445,9835,872,399,,True,,,,,,,,,,Kokain KOLUMBIA 2g
36,11-02-2020 11:50:08,Tbilisi,C7LQ,Scandal,"3 Grm Mdma , Purity A +++",True,3,нет,Тбилиси,3 гр,0.02,14030,5423,481,220,,,,,,,,,,,,"3 Grm Mdma , Purity A +++"
37,11-02-2020 11:50:08,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.03,21044,8135,721,330,,,,,,,,,,,,NZT-52 mind storm limited 3g muka
38,11-02-2020 11:50:08,Tbilisi,6ZR,Geogrowers,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.0883,62002,23887,2124,,,,,,888,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
39,11-02-2020 11:50:08,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,2,нет,Тбилиси,5 гр,0.0059,4145,1602,142,65,,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
40,11-02-2020 11:50:08,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.0201,13392,5177,459,210,,,,,,,,,,,,gashish evro 5g
41,11-02-2020 11:50:08,Tbilisi,UJP9,420Inc,Morocco Hash Ice-Scream 5+1G High THc,True,1,нет,Тбилиси,6 гр,0.0355,23595,9121,808,370,,,,,,,,,,,,Morocco Hash Ice-Scream 5+1G High THc
42,11-02-2020 11:50:08,Tbilisi,UJP9,420Inc,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale""",True,1,нет,Тбилиси,6 гр,0.0726,51017,19720,1748,800,,,,,,,,,,,,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale"""
43,11-02-2020 11:50:08,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0383,25508,9860,874,400,,,,,,,,,,,,gashish evro 10g
44,11-02-2020 11:50:08,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,10,нет,Тбилиси,10 гр,0.0091,6377,2465,218,100,,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
45,11-02-2020 11:50:08,Tbilisi,6ZR,Geogrowers,* SALE * COCAINE Peru 11 gr BTC -50 %,True,2,нет,Тбилиси,11 гр,0.092,116324,44815,3985,,,,,,1666,,,,,,,* SALE * COCAINE Peru 11 gr BTC -50 %
46,11-02-2020 11:50:08,Tbilisi,ITJ,seazon,weed leaves 13gr +,True,3,нет,Тбилиси,13 гр,0.006,4209,1627,144,66,,,,,,,,,,,,weed leaves 13gr +
47,11-02-2020 11:50:08,Tbilisi,ITJ,seazon,georgian weed 15 gr salee !!!,True,1,нет,Тбилиси,15 гр,0.0124,8737,3377,299,137,,,,,,,,,,,,georgian weed 15 gr salee !!!
48,11-02-2020 11:50:08,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0745,49550,19153,1698,777,,,,,,,,,,,,Gashish Evro 20gr
49,11-02-2020 11:50:08,Tbilisi,6ZR,Geogrowers,* SALE *COCAINE Peru 20+2 gr BTC-50%,True,2,нет,Тбилиси,22 гр,0.1534,193897,74701,6643,,,,,,2777,,,,,,,* SALE *COCAINE Peru 20+2 gr BTC-50%
50,11-02-2020 11:50:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0252,15943,6163,546,250,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
51,11-02-2020 11:50:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,1,5,Тбилиси,0.35 гр,0.0353,22320,8628,765,350,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
52,11-02-2020 11:50:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0605,38262,14790,1311,600,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
53,11-02-2020 11:50:08,Tbilisi,03F3,geoshop,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.022,14030,5423,481,220,,,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
54,11-02-2020 11:50:08,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0399,25508,9860,874,400,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
55,11-02-2020 11:50:08,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.024,15305,5916,524,240,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
56,11-02-2020 11:50:08,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.025,15943,6163,546,250,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
57,11-02-2020 11:50:08,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1362,95656,36975,3277,1500,,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
58,11-02-2020 11:50:08,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.025,15943,6163,546,250,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
59,11-02-2020 11:50:08,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.025,15943,6163,546,250,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
60,11-02-2020 11:50:08,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0199,12690,4905,435,199,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
61,11-02-2020 11:50:08,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.025,15943,6163,546,250,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
62,11-02-2020 11:50:08,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0199,13966,5398,478,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
63,11-02-2020 11:50:08,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.019,13328,5152,457,209,,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
64,11-02-2020 11:50:59,Tbilisi,V4QM9,PotHero420,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.019,13328,5152,457,209,,,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
65,11-02-2020 11:50:59,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.019,13328,5152,457,209,,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
66,11-02-2020 11:50:59,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.025,15943,6163,546,250,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
67,11-02-2020 11:50:59,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0182,12754,4930,437,200,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
68,11-02-2020 11:50:59,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1995,140000,64421,4794,,,,,,,,,,,,,reagent 25i nbome. 5gr
69,11-02-2020 11:50:59,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2726,191312,73950,6554,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
70,11-02-2020 11:50:59,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0494,31184,12054,1068,489,,,,,,,,,,,,💘✨5g. MDMA ✨💘
71,11-02-2020 11:50:59,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0182,11479,4437,393,180,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
72,11-02-2020 11:50:59,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0399,25445,9835,872,399,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
73,11-02-2020 11:50:59,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1817,127542,49300,4369,2000,,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
74,11-02-2020 11:50:59,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.08,51017,19720,1748,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
75,11-02-2020 11:50:59,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0363,25445,9835,872,399,,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
76,11-02-2020 11:50:59,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2224,141890,54846,4861,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
77,11-02-2020 11:50:59,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0816,51527,19917,1765,808,,,,,,,,,,,,💘✨10gram MDMA ✨💘
78,11-02-2020 11:50:59,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0302,19067,7370,653,299,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
79,11-02-2020 11:50:59,Tbilisi,V8EPD,GREENWEED,SALE 50%. Шишки 11гр (лсд феминиз),True,нет,2,Тбилиси,11 гр,0.015,9566,3698,328,150,,,,,,,,,,,,SALE 50%. Shishki 11gr (lsd feminiz)
80,11-02-2020 11:50:59,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0454,28697,11093,983,450,,,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
81,11-02-2020 11:50:59,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2999,210444,81345,7210,3300,,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
82,11-02-2020 11:50:59,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0575,38262,14790,1311,600,,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
83,11-02-2020 11:50:59,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.109,76525,29580,2622,1200,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
84,11-02-2020 11:50:59,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0863,57394,22185,1966,900,,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
85,11-02-2020 11:50:59,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.095,60582,23418,2075,950,,,,,,,,,,,,Hybrid Skunk! 50 gr
86,11-02-2020 11:50:59,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1999,127542,49300,4369,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
87,11-02-2020 11:50:59,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1799,114787,44370,3932,1800,,,,,,,,,,,,Hybrid Skunk! 100 gr
88,11-02-2020 11:50:59,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2499,159427,61625,5462,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
89,11-02-2020 11:50:59,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0391,27421,10600,939,430,,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
90,11-02-2020 11:50:59,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4598,293346,113390,10050,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
91,11-02-2020 11:50:59,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7496,478281,184875,16385,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
92,11-02-2020 11:50:59,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8496,542052,209525,18570,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
93,11-02-2020 11:50:59,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0182,12754,4930,437,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
94,11-02-2020 11:50:59,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0182,12754,4930,437,200,,,,,,,,,,,,Trebuetsja Kur'er
95,11-02-2020 11:50:59,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.02,12754,4930,437,200,,,,,,,,,,,,Trebuetsja sotrudnik
96,11-02-2020 11:50:59,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.02,12754,4930,437,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
97,11-02-2020 11:50:59,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.025,15943,6163,546,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
98,11-02-2020 11:51:48,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5129,956562,369750,32771,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
99,11-02-2020 11:53:04,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OGKZ, 2г",,1,нет,Батуми,2 гр,0.01,6313,2440,216,99,,,,,,,,,True,,,"Shishki / weeds OGKZ, 2g"
100,11-02-2020 11:53:04,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,2,10,Батуми,0.27 гр,0.0229,14476,5596,496,227,,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
101,11-02-2020 11:53:04,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0182,12754,4930,437,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
102,11-02-2020 11:53:04,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0949,60582,23418,2075,950,,,,,,,,,True,,,Hybrid Skunk! 50 gr
103,11-02-2020 11:53:04,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1799,114787,44370,3932,1800,,,,,,,,,True,,,Hybrid Skunk! 100 gr
