,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10-05-2020 23:44:48,Tbilisi,UTYG,Greanheave,Lsd 25 buds 1 GR,True,1,нет,Тбилиси,1 гр,0.0053,3841,1410,127,52,,,,,,,,,Lsd 25 buds 1 GR
11,10-05-2020 23:44:48,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 1G,True,8,нет,Тбилиси,1 гр,0.0059,3841,1410,127,52,,,True,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 1G
12,10-05-2020 23:44:48,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0926,66485,24399,2197,900,,,,,,,,,Metadon 1gr
13,10-05-2020 23:44:48,Tbilisi,9VLN,AlienShop,☃️❄1g. New Columbian COCAINE!!❄☃️,,2,нет,Тбилиси,1 гр,0.0273,17656,6479,584,239,,True,,,,,,,☃️❄1g. New Columbian COCAINE!!❄☃️
14,10-05-2020 23:44:48,Tbilisi,LYHBG,Playboy,2 ECSTASY << PACO RABANNE >>,True,1,нет,Тбилиси,2 гр,0.0102,6575,2413,217,89,,,,,,,,,2 ECSTASY << PACO RABANNE >>
15,10-05-2020 23:44:48,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,True,1,нет,Тбилиси,2 гр,0.0113,7387,2711,244,100,,,,,,,,,2 G Hybrid Marijuana Buds
16,10-05-2020 23:44:48,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,2 гр,0.008,5171,1898,171,70,,,,,,,,,2x Extasy Duracell 223mg MDMA.
17,10-05-2020 23:44:48,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.Авламбари,True,1,нет,Тбилиси,2 гр,0.008,5171,1898,171,70,,,,,,,,,2x Extasy Duracell 223mg MDMA.Avlambari
18,10-05-2020 23:44:48,Tbilisi,UTYG,Greanheave,LSD 25 buds 2 GR,True,1,нет,Тбилиси,2 гр,0.0092,6575,2413,217,89,,,,,,,,,LSD 25 buds 2 GR
19,10-05-2020 23:44:48,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 2G,,1,нет,Тбилиси,2 гр,0.0111,7240,2657,239,98,True,,,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 2G
20,10-05-2020 23:44:48,Tbilisi,1MZLP,WeedbooM,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,3,нет,Тбилиси,2 гр,0.0096,6279,2304,208,85,True,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
21,10-05-2020 23:44:48,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,True,1,нет,Тбилиси,3 гр,0.0136,8791,3226,291,119,,,,,,,,,3 ECSTASY << PACO RABANNE >>
22,10-05-2020 23:44:48,Tbilisi,18FB,Mr.Green Tbilis,3 G Hybrid Marijuana Big Buds,True,11,нет,Тбилиси,3 гр,0.0147,9603,3524,317,130,,,,,,,,,3 G Hybrid Marijuana Big Buds
23,10-05-2020 23:44:48,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,3,нет,Тбилиси,5 гр,0.0347,23639,8675,781,320,,,,,,,,,"5 Grm MDMA , Purity A +++"
24,10-05-2020 23:44:48,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),True,2,нет,Тбилиси,5 гр,0.0135,8791,3226,291,119,,,True,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
25,10-05-2020 23:44:48,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.02,12928,4744,427,175,,,,,,,,,5x Extasy Duracell 223mg MDMA.
26,10-05-2020 23:44:48,Tbilisi,PTO3,MeDuZa777,THE BEST GAGARIN WEED 5g (TOP)(VHQ),True,1,нет,Тбилиси,5 гр,0.0192,12558,4609,415,170,,,,,,,,,THE BEST GAGARIN WEED 5g (TOP)(VHQ)
27,10-05-2020 23:44:48,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0434,29549,10844,977,400,,,,,,,,,gashish evro 10g
28,10-05-2020 23:44:48,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0844,57399,21064,1897,777,,,,,,,,,Gashish Evro 20gr
29,10-05-2020 23:44:48,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2057,147745,54220,4883,2000,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
30,10-05-2020 23:44:48,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,6,Тбилиси,1 гр,0.0181,11820,4338,391,160,,,,,,,,,"""Kief"" Weed trichomes 1G"
31,10-05-2020 23:44:48,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,3,Тбилиси,2 гр,0.024,15513,5693,513,210,,,,,,,,,✨✨2gram. MDMA✨✨
32,10-05-2020 23:44:48,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0422,27259,10004,901,369,,,,,,,,,❄❄2g HQ COCAINE❄❄
33,10-05-2020 23:44:48,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,9,Тбилиси,3 гр,0.0662,42772,15697,1414,579,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
34,10-05-2020 23:45:27,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0453,29549,10844,977,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
35,10-05-2020 23:45:27,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0622,40630,14911,1343,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
36,10-05-2020 23:45:27,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0266,17360,6371,574,235,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
37,10-05-2020 23:45:27,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0272,17729,6506,586,240,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
38,10-05-2020 23:45:27,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.026,16991,6235,562,230,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
39,10-05-2020 23:45:27,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0272,17729,6506,586,240,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
40,10-05-2020 23:45:27,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0272,17729,6506,586,240,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
41,10-05-2020 23:45:27,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0272,17729,6506,586,240,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
42,10-05-2020 23:45:27,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.026,16991,6235,562,230,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
43,10-05-2020 23:45:27,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0225,16178,5937,535,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
44,10-05-2020 23:45:27,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0266,17360,6371,574,235,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
45,10-05-2020 23:45:27,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0181,11820,4338,391,160,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
46,10-05-2020 23:45:27,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2646,190000,87429,6279,,,,,,,,,,reagent 25i nbome. 5gr
47,10-05-2020 23:45:27,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3086,221618,81330,7325,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
48,10-05-2020 23:45:27,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1096,70844,25998,2341,959,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
49,10-05-2020 23:45:27,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,1,Тбилиси,5 гр,0.0216,13962,5124,461,189,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
50,10-05-2020 23:45:27,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0217,14036,5151,464,190,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
51,10-05-2020 23:45:27,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0559,36124,13257,1194,489,,,,,,,,,💘✨5g. MDMA ✨💘
52,10-05-2020 23:45:27,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0216,13962,5124,461,189,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
53,10-05-2020 23:45:27,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1018,66485,24399,2197,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
54,10-05-2020 23:45:27,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0453,29549,10844,977,400,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
55,10-05-2020 23:45:27,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0792,51711,18977,1709,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
56,10-05-2020 23:45:27,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0475,31026,11386,1025,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
57,10-05-2020 23:45:27,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.0113,7387,2711,244,100,,,,,,,,,10G Hybrid Marijuana Leafs
58,10-05-2020 23:45:27,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0905,59098,21688,1953,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,10-05-2020 23:45:27,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0328,21423,7862,708,290,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
60,10-05-2020 23:45:27,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2518,164366,60320,5432,2225,,,,,,,,,Amfetamin [White] [Import] 10G
61,10-05-2020 23:45:27,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1782,115167,42264,3806,1559,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
62,10-05-2020 23:45:27,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0422,27259,10004,901,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
63,10-05-2020 23:45:27,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5714,369363,135550,12208,5000,,,,,,,,,METADON - 20 G.
64,10-05-2020 23:45:27,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0685,44250,16239,1462,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
65,10-05-2020 23:45:27,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1245,81260,29821,2686,1100,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
66,10-05-2020 23:45:27,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2716,177294,65064,5860,2400,,,,,,,,,100 gr marijuana buds
67,10-05-2020 23:45:27,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2263,147745,54220,4883,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
68,10-05-2020 23:45:27,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2829,184681,67775,6104,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
69,10-05-2020 23:46:09,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2829,184681,67775,6104,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
70,10-05-2020 23:46:09,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6676,435848,159949,14405,5900,,,,,,,,,180 gr marihuana persoalno
71,10-05-2020 23:46:09,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5205,339814,124706,11231,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
72,10-05-2020 23:46:09,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8486,554044,203325,18311,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
73,10-05-2020 23:46:09,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9617,627916,230435,20753,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
74,10-05-2020 23:46:09,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0206,14775,5422,488,200,,,,,,,,,KURYER..500RUB.+BONUS
75,10-05-2020 23:46:09,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0226,14775,5422,488,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
76,10-05-2020 23:46:09,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0283,18468,6778,610,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,10-05-2020 23:46:09,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.7126,1108088,406650,36623,15000,,,,,,,,,Vakansija optovogo kur'era na mef
78,10-05-2020 23:48:10,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2489,162520,59642,5371,2200,,,,,,True,,,[100g] SPAIN HASH
79,10-05-2020 23:48:10,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 8 шт",,нет,6,Батуми,8 гр,0.0091,5910,2169,195,80,,,,,,True,,,"""Dzhoker ekspres"" marki nbooom 8 sht"
80,10-05-2020 23:48:10,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1731,112990,51992,3734,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
81,10-05-2020 23:48:10,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.274,178900,82321,5912,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
82,10-05-2020 23:48:10,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0103,7387,2711,244,100,,,,,,True,,,kur'er v Batumi
83,10-05-2020 23:48:10,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0257,18468,6778,610,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
84,10-05-2020 23:48:10,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0257,18468,6778,610,250,,,,,,True,,,Ischu kur'era v Gruzii!
85,10-05-2020 23:48:10,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.7126,1108088,406650,36623,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
86,10-05-2020 23:48:10,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0566,36936,13555,1221,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
87,10-05-2020 23:49:24,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,2,нет,Кутаиси,1.5 гр,0.021,13666,5015,452,185,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
88,10-05-2020 23:49:24,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,6,нет,Кутаиси,2 гр,0.055,35828,13148,1184,485,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
89,10-05-2020 23:49:24,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,9,нет,Кутаиси,3 гр,0.0374,24378,8946,806,330,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
90,10-05-2020 23:49:24,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0227,14775,5422,488,200,,,,,,,,True,Rabota na marki (kur'er)
