,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Didube,Дигоми,€,Old Tbilisi (Старый город),Авлобари,Varketili,Vake,Центр,Батуми,desc_en
30,01-08-2020 05:51:27,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,2,нет,Тбилиси,2 гр,0.0087,7343,2786,244,100,True,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
31,01-08-2020 05:51:27,Tbilisi,BB6E,WEEDSH0P,2gr Amnesia Haze Auto сжатая марихуана BUDS,True,1,нет,Тбилиси,2 гр,0.0105,8811,3343,293,120,,,,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
32,01-08-2020 05:51:27,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,2,нет,Тбилиси,2 гр,0.0077,6462,2452,215,88,,,,,,,,,,,,2gr HYBRID buds
33,01-08-2020 05:51:27,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0105,8811,3343,293,120,,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
34,01-08-2020 05:51:27,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,2,нет,Тбилиси,2 гр,0.0087,8077,3065,268,110,,,,True,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
35,01-08-2020 05:51:27,Tbilisi,X4ZM,ZYX,Maserati (ecstasy) 2шт,True,5,нет,Тбилиси,2 гр,0.0087,7343,2786,244,100,,,True,,,,,,,,,Maserati (ecstasy) 2sht
36,01-08-2020 05:52:30,Tbilisi,LGRP8,Walker12,!!! NEW !!! 3G Jack Herer(VHQ 24%THC) Special Offer !! Special Prices for Our Costumers,,1,нет,Тбилиси,3 гр,0.0105,8811,3343,293,120,True,,,,,,,,,,,!!! NEW !!! 3G Jack Herer(VHQ 24%THC) Special Offer !! Special Prices for Our Costumers
37,01-08-2020 05:52:30,Tbilisi,LD5U,Marshydroo,3 gram + skunk auto шишки,True,1,нет,Тбилиси,3 гр,0.0113,9913,3761,329,135,,,,,,,,,,,,3 gram + skunk auto shishki
38,01-08-2020 05:52:30,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,2,нет,Тбилиси,3 гр,0.0072,6608,2507,219,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
39,01-08-2020 05:52:30,Tbilisi,LD5U,Marshydroo,Super Skunk auto 10gram,True,1,нет,Тбилиси,10 гр,0.0314,27461,10420,912,374,,,,,,,,,,,,Super Skunk auto 10gram
40,01-08-2020 05:52:30,Tbilisi,6P9R,RickNMorty,VHQ Methadon 1G max 12 Hours for adrss,True,нет,1,Тбилиси,1 гр,0.0875,73426,27860,2438,1000,,,,,,,,,,,,VHQ Methadon 1G max 12 Hours for adrss
41,01-08-2020 05:52:30,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,3,Тбилиси,1 гр,0.0325,27060,10233,899,,,,,,310,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
42,01-08-2020 05:52:30,Tbilisi,03F3,geoshop,10 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,2,Тбилиси,4 гр,0.035,29370,11144,975,400,,,,,,,,,,,,10 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,01-08-2020 05:52:30,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0219,18357,6965,609,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
44,01-08-2020 05:52:30,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0236,19825,7522,658,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
45,01-08-2020 05:52:30,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0241,20192,7662,670,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
46,01-08-2020 05:52:30,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.021,17622,6686,585,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,01-08-2020 05:52:30,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0245,20559,7801,683,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,01-08-2020 05:52:30,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0236,19825,7522,658,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,01-08-2020 05:52:30,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0174,16080,6101,534,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,01-08-2020 05:52:30,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0191,17622,6686,585,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
51,01-08-2020 05:52:30,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,нет,1,Тбилиси,5 гр,0.0191,17622,6686,585,240,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
52,01-08-2020 05:52:30,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 5G,True,нет,3,Тбилиси,5 гр,0.0206,17255,6547,573,235,,,,,,,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 5G
53,01-08-2020 05:52:30,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0236,19825,7522,658,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
54,01-08-2020 05:52:30,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2058,190000,87429,6300,,,,,,,,,,,,,reagent 25i nbome. 5gr
55,01-08-2020 05:52:30,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2386,220278,83580,7313,3000,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,01-08-2020 05:52:30,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0481,40384,15323,1341,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
57,01-08-2020 05:52:30,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0612,51398,19502,1706,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
58,01-08-2020 05:52:30,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0367,30839,11701,1024,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
59,01-08-2020 05:52:30,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.07,58741,22288,1950,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
60,01-08-2020 05:52:30,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,5,Тбилиси,10 гр,0.0367,30839,11701,1024,420,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
61,01-08-2020 05:52:30,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1947,163373,61989,5423,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
62,01-08-2020 05:52:30,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0462,38407,14524,1276,,,,,,440,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
63,01-08-2020 05:52:30,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 11pc🍬🍬🍬,True,нет,1,Тбилиси,11 гр,0.0507,42587,16159,1414,580,,,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 11pc🍬🍬🍬
64,01-08-2020 05:52:30,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,11 гр,0.0409,34043,12874,1131,,,,,,390,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
65,01-08-2020 05:52:30,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0517,47727,18109,1584,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
66,01-08-2020 05:52:30,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.21,176223,66864,5850,2400,,,,,,,,,,,,100 gr marijuana buds
67,01-08-2020 05:52:30,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2187,183565,69650,6094,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,01-08-2020 05:52:30,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5162,433214,164374,14381,5900,,,,,,,,,,,,180 gr marihuana persoalno
69,01-08-2020 05:52:30,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,5,Тбилиси,250 гр,0.0214,18000,8283,597,,,,True,,,,,,,,,GABAGAMA 250 shtuk
70,01-08-2020 05:53:34,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,3,Тбилиси,500 гр,0.0875,73426,27860,2438,1000,True,,,,,,True,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
71,01-08-2020 05:53:34,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7438,624122,236810,20719,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
72,01-08-2020 05:53:34,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0159,14685,5572,488,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
73,01-08-2020 05:53:34,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0219,18357,6965,609,250,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
74,01-08-2020 05:53:34,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0219,18357,6965,609,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
75,01-08-2020 05:53:34,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0477,44056,16716,1463,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
76,01-08-2020 05:53:34,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0175,14685,5572,488,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
77,01-08-2020 05:53:34,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0219,18357,6965,609,250,,,,,,,,,,,,Rabota na marki (kur'er)
78,01-08-2020 05:53:34,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0438,36713,13930,1219,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
79,01-08-2020 05:53:34,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0438,36713,13930,1219,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
80,01-08-2020 05:53:34,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.3246,1101392,417900,36563,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
81,01-08-2020 05:53:34,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0438,36713,13930,1219,500,,,,,,True,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
82,01-08-2020 05:55:57,Batumi,6KB,Marioshop,⚜⭕💉SUBUTEX™️(Limited Edition) Original for EU & UK 1/2шт (0.4мг)!💉⭕⚜,,3,нет,Батуми,0.4 гр,0.0093,7769,2938,258,,,,,,89,,,,,True,,⚜⭕💉SUBUTEX™️(Limited Edition) Original for EU & UK 1/2sht (0.4mg)!💉⭕⚜
83,01-08-2020 05:55:57,Batumi,6KB,Marioshop,"🧞‍♂️💎🔋Baby Blue Crystal, Best Methamphetamine Ever, 0.4g🔋💎🧞‍♂️",,8,нет,Батуми,0.4 гр,0.024,19989,7559,664,,,,,,229,,,,,True,,"🧞‍♂️💎🔋Baby Blue Crystal, Best Methamphetamine Ever, 0.4g🔋💎🧞‍♂️"
84,01-08-2020 05:55:57,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️,,11,нет,Батуми,0.5 гр,0.0037,3055,1155,101,,,,,,35,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️
85,01-08-2020 05:55:57,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,7,нет,Батуми,2 гр,0.0029,2423,919,80,33,,,,,,,,,,,True,Melkie shishki (Indica) 2g
86,01-08-2020 05:55:57,Batumi,Z9UT,Rainbow,Super Critical 10G,,1,нет,Батуми,10 гр,0.0394,33042,12537,1097,450,,,,,,,,,,True,,Super Critical 10G
87,01-08-2020 05:55:57,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,1,4,Батуми,10 гр,0.0462,38407,14524,1276,,,,,,440,,,,,True,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
88,01-08-2020 05:55:57,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,нет,5,Батуми,0.3 гр,0.0265,22028,8358,731,300,,,,,,,,,,,True,METADON - 0.30 - SALE
89,01-08-2020 05:55:57,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0325,27060,10233,899,,,,,,310,,,,,,True,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
90,01-08-2020 05:55:57,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,4,Батуми,11 гр,0.0409,34043,12874,1131,,,,,,390,,,,,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
91,01-08-2020 05:55:57,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,1,Батуми,11 гр,0.0419,34828,13171,1157,,,,,,399,,,,,,True,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
92,01-08-2020 05:55:57,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.008,7343,2786,244,100,,,,,,,,,,,True,kur'er v Batumi
93,01-08-2020 05:55:57,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0199,18357,6965,609,250,,,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
94,01-08-2020 05:55:57,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0199,18357,6965,609,250,,,,,,,,,,,True,Ischu kur'era v Gruzii!
95,01-08-2020 05:55:57,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0175,14685,5572,488,200,,,,,,,,,,,True,Kur'er Batumi na marihuanu
96,01-08-2020 05:55:57,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.3246,1101392,417900,36563,15000,,,,,,,,,,,True,Vakansija optovogo kur'era na mef
97,01-08-2020 05:55:57,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0438,36713,13930,1219,500,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
