,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,Gldani,Didube,Old Tbilisi (Старый город),Авлобари,€,Vake,Varketili,Батуми,Центр,desc_en
16,09-08-2020 05:30:48,Tbilisi,BB6E,WEEDSH0P,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,4,нет,Тбилиси,1 гр,0.0047,4050,1532,135,55,,,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
17,09-08-2020 05:30:48,Tbilisi,BB6E,WEEDSH0P,1 gr super lemon haze пробник,True,3,нет,Тбилиси,1 гр,0.005,4345,1644,144,59,,,,,,,,,,,,1 gr super lemon haze probnik
18,09-08-2020 05:30:48,Tbilisi,SF03,CRAZYFROG,1 gr top buds white widow wишки THC 25% VHQ,True,2,нет,Тбилиси,1 гр,0.005,4345,1644,144,59,True,,,,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
19,09-08-2020 05:30:48,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,5,нет,Тбилиси,1 гр,0.0051,4418,1672,147,60,,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
20,09-08-2020 05:30:48,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,7,нет,Тбилиси,1 гр,0.005,4345,1644,144,59,,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
21,09-08-2020 05:30:48,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,5,нет,Тбилиси,1 гр,0.005,4345,1644,144,59,,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
22,09-08-2020 05:30:48,Tbilisi,QUZIV,Hollyweed,1 г.Super Skunk top class buds! (подезд),,2,нет,Тбилиси,1 гр,0.0047,4050,1532,135,55,,True,True,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
23,09-08-2020 05:30:48,Tbilisi,7R3WM,RastaShop,1.0 gr. Afghan kush 100% Natural (Indika),,1,нет,Тбилиси,1 гр,0.0045,3903,1477,130,53,True,,,,,,,,,,,1.0 gr. Afghan kush 100% Natural (Indika)
24,09-08-2020 05:30:48,Tbilisi,7R3WM,RastaShop,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa,,1,нет,Тбилиси,1 гр,0.0045,3903,1477,130,53,True,,,,,,,,,,,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa
25,09-08-2020 05:30:48,Tbilisi,OX85,amnesia420,1G 🍇 GRAPE APE,True,4,нет,Тбилиси,1 гр,0.0041,3535,1337,118,48,,,,,,,,,,,,1G 🍇 GRAPE APE
26,09-08-2020 05:30:48,Tbilisi,OX85,amnesia420,1G 👨🏻WHITE RUSSIAN (hybrid < indica),True,4,нет,Тбилиси,1 гр,0.0041,3535,1337,118,48,,,,,,,,,,,,1G 👨🏻WHITE RUSSIAN (hybrid < indica)
27,09-08-2020 05:30:48,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,3,нет,Тбилиси,1 гр,0.0051,4418,1672,147,60,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
28,09-08-2020 05:30:48,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,36,нет,Тбилиси,1 гр,0.0042,3608,1365,120,49,,,,,,,,,,,,1gr HYBRID o.g
29,09-08-2020 05:30:48,Tbilisi,8B31,GEOWEEDSHOP,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,16,нет,Тбилиси,1 гр,0.0049,4197,1588,140,57,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
30,09-08-2020 05:30:48,Tbilisi,8B31,GEOWEEDSHOP,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,6,нет,Тбилиси,1 гр,0.0042,3608,1365,120,49,,,,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
31,09-08-2020 05:30:48,Tbilisi,H9FHF,OldStar,Auto Amnesia Haze 1 gr,True,13,нет,Тбилиси,1 гр,0.0034,3000,1380,100,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
32,09-08-2020 05:30:48,Tbilisi,9R7SU,ClownBaroN,CLOWNBARON ШИШКИ* 1G *VHQ*♤THC 28%♤ SPECIAL PRICE,,6,нет,Тбилиси,1 гр,0.0048,4197,1588,140,57,True,,,,,,,,,,,CLOWNBARON ShIShKI* 1G *VHQ*♤THC 28%♤ SPECIAL PRICE
33,09-08-2020 05:30:48,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 1 гр",,1,нет,Тбилиси,1 гр,0.0042,4050,1532,135,55,,,,True,,,,,,,,"Gorilla Breath - photoperiod, feminised 1 gr"
34,09-08-2020 05:30:48,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0046,3976,1504,132,54,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
35,09-08-2020 05:30:48,Tbilisi,X4ZM,ZYX,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,4,нет,Тбилиси,1 гр,0.0049,4271,1616,142,58,,,,,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
36,09-08-2020 05:32:10,Tbilisi,X4ZM,ZYX,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0047,4050,1532,135,55,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
37,09-08-2020 05:32:10,Tbilisi,5XD8,TYsonWeed,TYson Budds 1G Скидка 5%,True,1,нет,Тбилиси,1 гр,0.0036,3240,1226,108,44,,,,,,,,,,,,TYson Budds 1G Skidka 5%
38,09-08-2020 05:32:10,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0042,3682,1393,122,50,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
39,09-08-2020 05:32:10,Tbilisi,GYO,Hakeem,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,True,1,нет,Тбилиси,1 гр,0.0042,4050,1532,135,55,,,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
40,09-08-2020 05:32:10,Tbilisi,I7IU,MrPickless,АКЦИЯ-1g hindu kish best buds BTC 5% sale,True,2,нет,Тбилиси,1 гр,0.0036,3314,1254,110,45,,,,,,,,,,,,AKTsIJa-1g hindu kish best buds BTC 5% sale
41,09-08-2020 05:32:10,Tbilisi,I7IU,MrPickless,1.2гр перемолотые шишки btc 5% sale,True,2,нет,Тбилиси,1.2 гр,0.0032,2872,1087,95,39,,,,,,,,,,,,1.2gr peremolotye shishki btc 5% sale
42,09-08-2020 05:32:10,Tbilisi,LYHBG,Playboy,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,7,нет,Тбилиси,2 гр,0.0085,7290,2758,242,99,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
43,09-08-2020 05:32:10,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0102,8837,3343,294,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
44,09-08-2020 05:32:10,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,5,нет,Тбилиси,2 гр,0.0085,7364,2786,245,100,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
45,09-08-2020 05:32:10,Tbilisi,ABOAB,ProGrow,2G ---> Big Devil (BTC - Sale),True,3,нет,Тбилиси,2 гр,0.0084,7290,2758,242,99,,,,,,,,,,,,2G ---> Big Devil (BTC - Sale)
46,09-08-2020 05:32:10,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,5,нет,Тбилиси,2 гр,0.0075,6480,2452,215,88,,,,,,,,,,,,2gr HYBRID buds
47,09-08-2020 05:32:10,Tbilisi,8B31,GEOWEEDSHOP,2gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,5,нет,Тбилиси,2 гр,0.0085,7290,2758,242,99,,True,,,,,,,,,,2gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
48,09-08-2020 05:32:10,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,2,нет,Тбилиси,2 гр,0.0085,8100,3065,269,110,,True,,,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
49,09-08-2020 05:32:10,Tbilisi,LYHBG,Playboy,NEW !!! 2G OG KusH !!! NEW,True,9,нет,Тбилиси,2 гр,0.0085,7290,2758,242,99,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
50,09-08-2020 05:32:10,Tbilisi,LYHBG,Playboy,NEW !!! 2G White Widow !!! NEW,True,6,нет,Тбилиси,2 гр,0.0085,7290,2758,242,99,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
51,09-08-2020 05:32:10,Tbilisi,5XD8,TYsonWeed,TYson Budds 2G Скидка 5%,True,4,нет,Тбилиси,2 гр,0.0062,5891,2229,196,80,,,,,,,,,,,,TYson Budds 2G Skidka 5%
52,09-08-2020 05:32:10,Tbilisi,43MUT,Canartvelo,Бошки OG Kush 2g.,True,1,нет,Тбилиси,2 гр,0.0069,5891,2229,196,80,,,,,,,,,,,,Boshki OG Kush 2g.
53,09-08-2020 05:32:10,Tbilisi,03F3,geoshop,5 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 2g,True,1,нет,Тбилиси,2.2 гр,0.0212,18409,6965,612,250,,,,,,,,,,,,5 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 2g
54,09-08-2020 05:32:10,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan (подезд),,4,нет,Тбилиси,3 гр,0.0021,1767,669,59,24,,,True,,,,,,,,,Marijuana Super Skunk leaves 3g plan (podezd)
55,09-08-2020 05:32:10,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,3,нет,Тбилиси,3 гр,0.007,6627,2507,220,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
56,09-08-2020 05:32:10,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0145,12445,4708,414,169,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
57,09-08-2020 05:32:10,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0145,12445,4708,414,169,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
58,09-08-2020 05:32:10,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0212,18409,6965,612,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
59,09-08-2020 05:32:10,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0229,19882,7522,661,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
60,09-08-2020 05:32:10,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0234,20250,7662,673,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
61,09-08-2020 05:32:10,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0204,17673,6686,588,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
62,09-08-2020 05:32:10,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0238,20619,7801,686,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
63,09-08-2020 05:32:10,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0229,19882,7522,661,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
64,09-08-2020 05:32:10,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0169,16127,6101,536,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
65,09-08-2020 05:32:10,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0185,17673,6686,588,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
66,09-08-2020 05:32:10,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0229,19882,7522,661,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
67,09-08-2020 05:32:10,Tbilisi,7U9YP,ChitosPizz,Очень мощный Сирец Иран 5гр,True,нет,3,Тбилиси,5 гр,0.0802,81001,30646,2693,1100,,,,,,,,,,,,Ochen' moschnyj Sirets Iran 5gr
68,09-08-2020 05:32:10,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1993,190000,87429,6317,,,,,,,,,,,,,reagent 25i nbome. 5gr
69,09-08-2020 05:32:10,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2317,220913,83580,7345,3000,,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
70,09-08-2020 05:32:10,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0467,40501,15323,1347,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
71,09-08-2020 05:33:32,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0595,51546,19502,1714,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
72,09-08-2020 05:33:32,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0357,30928,11701,1028,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
73,09-08-2020 05:33:32,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.068,58910,22288,1959,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,09-08-2020 05:33:32,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,2,Тбилиси,10 гр,0.0357,30928,11701,1028,420,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
75,09-08-2020 05:33:32,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0396,33997,12792,1130,,,,,,,,390,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
76,09-08-2020 05:33:32,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0502,47864,18109,1591,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
77,09-08-2020 05:33:32,Tbilisi,7U9YP,ChitosPizz,Сирец мощный Иран 50гр,True,нет,1,Тбилиси,50 гр,0.7722,697378,262400,23177,,,,,,,,8000,,,,,Sirets moschnyj Iran 50gr
78,09-08-2020 05:33:32,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2039,176730,66864,5876,2400,,,,,,,,,,,,100 gr marijuana buds
79,09-08-2020 05:33:32,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2124,184094,69650,6121,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
80,09-08-2020 05:33:32,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5013,434462,164374,14444,5900,,,,,,,,,,,,180 gr marihuana persoalno
81,09-08-2020 05:33:32,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0208,18000,8283,598,,,,,True,,,,,,,,GABAGAMA 250 shtuk
82,09-08-2020 05:33:32,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7222,625920,236810,20810,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
83,09-08-2020 05:33:32,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0212,18409,6965,612,250,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
84,09-08-2020 05:33:32,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0212,18409,6965,612,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,09-08-2020 05:33:32,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0463,44183,16716,1469,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
86,09-08-2020 05:33:32,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.017,14728,5572,490,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
87,09-08-2020 05:33:32,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,2,Тбилиси,1 гр,0.0212,18409,6965,612,250,,,,,,,,,,,,Rabota na marki (kur'er)
88,09-08-2020 05:33:32,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0425,36819,13930,1224,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
89,09-08-2020 05:33:32,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0425,36819,13930,1224,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
90,09-08-2020 05:33:32,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2861,1104564,417900,36723,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
91,09-08-2020 05:33:32,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0425,36819,13930,1224,500,,,,,True,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
92,09-08-2020 05:35:48,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,1,нет,Батуми,2 гр,0.0028,2430,919,81,33,,,,,,,,,,True,,Melkie shishki (Indica) 2g
93,09-08-2020 05:35:48,Batumi,Z9UT,Rainbow,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.034,29455,11144,979,400,,,,,,,,,,,True,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
94,09-08-2020 05:35:48,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0405,34782,13087,1156,,,,,,,,399,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
95,09-08-2020 05:35:48,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0396,33997,12792,1130,,,,,,,,390,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
96,09-08-2020 05:35:48,Batumi,XUYA,MRweed,"Только до 06:00 9августа Батуми Уникальный Предзаказ на лучший в стране Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Батуми,15 гр,0.0502,47864,18109,1591,650,,,,,,,,,,True,,"Tol'ko do 06:00 9avgusta Batumi Unikal'nyj Predzakaz na luchshij v strane Hindu Kush (photoperiod, regular) 15 gr"
97,09-08-2020 05:35:48,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0193,18409,6965,612,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
98,09-08-2020 05:35:48,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0193,18409,6965,612,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
99,09-08-2020 05:35:48,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.017,14728,5572,490,200,,,,,,,,,,True,,Kur'er Batumi na marihuanu
