,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Didube,Nadzaladevi,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
26,17-05-2020 20:28:15,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0588,15546,1416,42386,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
27,17-05-2020 20:28:15,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0402,10740,978,29282,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
28,17-05-2020 20:28:15,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0141,3759,342,10249,140,True,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
29,17-05-2020 20:28:15,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0553,14768,1345,40263,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
30,17-05-2020 20:28:15,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0236,6310,575,17203,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
31,17-05-2020 20:28:15,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0241,6444,587,17569,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
32,17-05-2020 20:28:15,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0231,6176,563,16837,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
33,17-05-2020 20:28:15,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.016,4269,389,11640,159,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
34,17-05-2020 20:29:15,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0231,6176,563,16837,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
35,17-05-2020 20:29:15,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0159,4269,389,11640,159,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
36,17-05-2020 20:29:15,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0241,6444,587,17569,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
37,17-05-2020 20:29:15,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0241,6444,587,17569,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,17-05-2020 20:29:15,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0231,6176,563,16837,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
39,17-05-2020 20:29:15,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.02,5880,536,16032,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
40,17-05-2020 20:29:15,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0236,6310,575,17203,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
41,17-05-2020 20:29:15,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.016,4296,391,11713,160,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
42,17-05-2020 20:29:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2365,87429,6346,190000,,,,,,,,,,,reagent 25i nbome. 5gr
43,17-05-2020 20:29:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2734,80550,7339,219617,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
44,17-05-2020 20:29:15,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0971,25749,2346,70204,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
45,17-05-2020 20:29:15,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0192,5102,465,13909,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
46,17-05-2020 20:29:15,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0495,13130,1196,35798,489,,,,,,,,,,💘✨5g. MDMA ✨💘
47,17-05-2020 20:29:15,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0191,5075,462,13836,189,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
48,17-05-2020 20:29:15,Tbilisi,A3I9,Joookerrr,"""Express Batumi"" марки н-боооом 8 шт.",True,нет,4,Тбилиси,8 гр,0.01,2685,245,7321,100,,,,,,,,,,"""Express Batumi"" marki n-boooom 8 sht."
49,17-05-2020 20:29:15,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0902,24165,2202,65885,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
50,17-05-2020 20:29:15,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0401,10740,978,29282,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
51,17-05-2020 20:29:15,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0702,18795,1712,51244,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
52,17-05-2020 20:29:15,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0421,11277,1027,30746,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
53,17-05-2020 20:29:15,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.01,2685,245,7321,100,,,,,,,,,,10G Hybrid Marijuana Leafs
54,17-05-2020 20:29:15,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0802,21480,1957,58564,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
55,17-05-2020 20:29:15,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0291,7787,709,21230,290,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
56,17-05-2020 20:29:15,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2231,59741,5443,162882,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
57,17-05-2020 20:29:15,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1579,41859,3814,114128,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,17-05-2020 20:29:15,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0374,9908,903,27013,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,17-05-2020 20:29:15,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0319,8458,771,23060,315,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
60,17-05-2020 20:29:15,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5063,134250,12231,366028,5000,,,,,,,,,,METADON - 20 G.
61,17-05-2020 20:29:15,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0607,16083,1465,43850,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,17-05-2020 20:29:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1103,29535,2691,80526,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
63,17-05-2020 20:29:15,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2406,64440,5871,175693,2400,,,,,,,,,,100 gr marijuana buds
64,17-05-2020 20:29:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2005,53700,4892,146411,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
65,17-05-2020 20:29:15,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2506,67125,6116,183014,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,17-05-2020 20:29:15,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5915,158415,14433,431913,5900,,,,,,,,,,180 gr marihuana persoalno
67,17-05-2020 20:29:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4612,123510,11253,336746,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,17-05-2020 20:29:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7519,201375,18347,549042,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,17-05-2020 20:30:12,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0182,5370,489,14641,200,,,,,,,,,,KURYER..500RUB.+BONUS
70,17-05-2020 20:30:12,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0401,10740,978,29282,400,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
71,17-05-2020 20:30:12,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0201,5370,489,14641,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,17-05-2020 20:30:12,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0251,6713,612,18301,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,17-05-2020 20:30:12,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5175,402750,36693,1098084,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
74,17-05-2020 20:31:32,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2206,59070,5382,161052,2200,,,,,,,True,,,[100g] SPAIN HASH
75,17-05-2020 20:31:32,Batumi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.2 гр.,,нет,8,Батуми,0.2 гр,0.0098,2610,238,7122,,,,,90,,,True,,,Buprenorfin (analog suboteksa) 0.2 gr.
76,17-05-2020 20:31:32,Batumi,A3I9,Joookerrr,"MDMA ""цунами удовольствия) 0.5 грамм",,нет,28,Батуми,0.5 гр,0.009,2417,220,6589,90,,,,,,,True,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
77,17-05-2020 20:31:32,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,нет,10,Батуми,2 гр,0.0036,957,87,2611,,,,,33,,,True,,,Batumi n-booom 2 shtuki
78,17-05-2020 20:31:32,Batumi,A3I9,Joookerrr,"""Express Batumi"" марки н-боооом 8 шт.",,нет,10,Батуми,8 гр,0.01,2685,245,7321,100,,,,,,,True,,,"""Express Batumi"" marki n-boooom 8 sht."
79,17-05-2020 20:31:32,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1547,51992,3774,112990,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
80,17-05-2020 20:31:32,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.245,82321,5976,178900,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
81,17-05-2020 20:31:32,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0091,2685,245,7321,100,,,,,,,True,,,kur'er v Batumi
82,17-05-2020 20:31:32,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0228,6713,612,18301,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
83,17-05-2020 20:31:32,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0228,6713,612,18301,250,,,,,,,True,,,Ischu kur'era v Gruzii!
84,17-05-2020 20:31:32,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5175,402750,36693,1098084,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
85,17-05-2020 20:31:32,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0501,13425,1223,36603,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
86,17-05-2020 20:33:03,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1.5 гр,0.0206,5639,514,15373,210,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,17-05-2020 20:33:03,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0481,13022,1186,35505,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
88,17-05-2020 20:33:03,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0367,9935,905,27086,370,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
89,17-05-2020 20:33:03,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0201,5370,489,14641,200,,,,,,,,,True,Rabota na marki (kur'er)
